ID,Site,Layer,Raw_material,Class,Blank,Technology,Core_classification,Cortex,Preservation,Volume,Surface,Length,Width,Thickness,File_list,Model_unit,#_of_polygons,Avg_edge_length(mm)/Resolution,Resolution_score,Scanner,Scan_software,Postprocessing_software,Coating
Ca_410,Cala,AU11,Jasper,Tool,Flake,Undetermined,NA,0%,Undetermined,1383.870483,902.1568375,21.20000076,16.29999924,11.30000019,Ca_410.ply,1 unit = 1mm,226526,0.101594,Detailed,Artec.Spider-1,Artec Studio Professional v.16.0,Artec Studio Professional v.16.0,No
Ca_411,Cala,AU12,Chert,Tool,Flake,Maintenance,NA,1-33%,Complete,2558.165039,1319.78863,32.90000153,22.10000038,8.699999809,Ca_411.ply,1 unit = 1mm,327160,0.098664,Ultra-detailed,Artec.Spider-1,Artec Studio Professional v.16.0,Artec Studio Professional v.16.0,No
Ca_412,Cala,AU12,Jasper,Core-Tool,Other,Other,Burin core,33-66%,Other,1556.019287,930.4657426,25.39999962,10.39999962,11.89999962,Ca_412.ply,1 unit = 1mm,246550,0.099177,Ultra-detailed,Artec.Spider-1,Artec Studio Professional v.16.0,Artec Studio Professional v.16.0,No
Ca_417,Cala,AU12,Siliceous limestone,Tool,Flake,Semi-cortical,NA,33-66%,Complete,20273.87305,6013.885422,73.5,45.90000153,15.19999981,Ca_417.ply,1 unit = 1mm,600000,0.160326,Moderate-detail,Artec.Spider-1,Artec Studio Professional v.16.0,Artec Studio Professional v.16.0,No
Ca_418,Cala,AU12,Chert,Tool,Flake,Initialization,NA,100%,Complete,5416.212402,2279.773202,46.70000076,24,10,Ca_418.ply,1 unit = 1mm,600000,0.096866,Ultra-detailed,Artec.Spider-1,Artec Studio Professional v.16.0,Artec Studio Professional v.16.0,No
Ca_42,Cala,AU12,Chert,Tool,Flake,Optimal,NA,0%,Complete,1281.744507,830.1436415,23.70000076,19.5,7.400000095,Ca_42.ply,1 unit = 1mm,229132,0.09483,Ultra-detailed,Artec.Spider-1,Artec Studio Professional v.16.0,Artec Studio Professional v.16.0,No
Ca_423,Cala,AU12,Chert,Tool,Flake,Initialization,NA,100%,Complete,2216.241211,1307.561068,32.59999847,22.79999924,6.599999905,Ca_423.ply,1 unit = 1mm,345688,0.096709,Ultra-detailed,Artec.Spider-1,Artec Studio Professional v.16.0,Artec Studio Professional v.16.0,No
Ca_43,Cala,AU11,Chert,Core-Tool,Other,Other,Carinated,1-33%,Other,5794.444336,1976.943589,20.5,29.29999924,22.10000038,Ca_43.ply,1 unit = 1mm,494844,0.102296,Detailed,Artec.Spider-1,Artec Studio Professional v.16.0,Artec Studio Professional v.16.0,No
Ca_432,Cala,AU12,Chert,Tool,Flake,Maintenance,NA,1-33%,Complete,3963.174561,1814.279341,37.79999924,25,10.30000019,Ca_432.ply,1 unit = 1mm,495457,0.095348,Ultra-detailed,Artec.Spider-1,Artec Studio Professional v.16.0,Artec Studio Professional v.16.0,No
Ca_433,Cala,AU12,Chert,Tool,Flake,Maintenance,NA,1-33%,Complete,16367.58105,5135.282407,60.5,43.70000076,16.89999962,Ca_433.ply,1 unit = 1mm,600000,0.149037,Moderate-detail,Artec.Spider-1,Artec Studio Professional v.16.0,Artec Studio Professional v.16.0,No
Ca_434,Cala,AU13,Jasper,Tool,Flake,Optimal,NA,0%,Proximal,1701.425049,1449.021876,27.5,27,6.099999905,Ca_434.ply,1 unit = 1mm,405502,0.093486,Ultra-detailed,Artec.Spider-1,Artec Studio Professional v.16.0,Artec Studio Professional v.16.0,No
Ca_436,Cala,AU13,Jasper,Tool,Flake,Initialization,NA,66-99%,Complete,5579.08252,2449.439335,41.09999847,30.79999924,10.80000019,Ca_436.ply,1 unit = 1mm,599999,0.099563,Ultra-detailed,Artec.Spider-1,Artec Studio Professional v.16.0,Artec Studio Professional v.16.0,No
Ca_44,Cala,AU11,Jasper,Core-Tool,Other,Other,Carinated,1-33%,Other,9609.418945,2831.019316,20.20000076,35.29999924,26.79999924,Ca_44.ply,1 unit = 1mm,700003,0.103002,Detailed,Artec.Spider-1,Artec Studio Professional v.16.0,Artec Studio Professional v.16.0,No
Ca_447,Cala,AU11,Jasper,Core,Other,Other,Tested,66-99%,Other,8369.113281,2509.428869,40.70000076,32.20000076,16.79999924,Ca_447.ply,1 unit = 1mm,571440,0.099346,Ultra-detailed,Artec.Spider-1,Artec Studio Professional v.16.0,Artec Studio Professional v.16.0,No
Ca_448,Cala,AU13,Chert,Core-Tool,Other,Other,Initial,33-66%,Other,12040.91602,3354.267561,24.29999924,23.20000076,20.10000038,Ca_448.ply,1 unit = 1mm,600000,0.119811,Detailed,Artec.Spider-1,Artec Studio Professional v.16.0,Artec Studio Professional v.16.0,No
Ca_449,Cala,AU10,Chert,Core-Tool,Flake,Optimal,Initial,0%,Distal,5770.73291,2245.931008,13.89999962,33,32.40000153,Ca_449.ply,1 unit = 1mm,600000,0.099928,Ultra-detailed,Artec.Spider-1,Artec Studio Professional v.16.0,Artec Studio Professional v.16.0,No
Ca_45,Cala,AU11,Chert,Core-Tool,Other,Other,Carinated,66-99%,Other,8255.444336,2639.982473,16,24.79999924,45.59999847,Ca_45.ply,1 unit = 1mm,300000,0.150376,Moderate-detail,Artec.Spider-1,Artec Studio Professional v.16.0,Artec Studio Professional v.16.0,No
Ca_450,Cala,AU11,Chert,Blank,Blade,Maintenance,NA,66-99%,Complete,8172.747559,3324.978466,63,28.70000076,13.5,Ca_450.ply,1 unit = 1mm,600000,0.118737,Detailed,Artec.Spider-1,Artec Studio Professional v.16.0,Artec Studio Professional v.16.0,No
Ca_451,Cala,AU13,Jasper,Blank,Blade,Maintenance,NA,1-33%,Complete,1980.639038,1656.751249,52.90000153,14.89999962,4.300000191,Ca_451.ply,1 unit = 1mm,416256,0.10231,Detailed,Artec.Spider-1,Artec Studio Professional v.16.0,Artec Studio Professional v.16.0,No
Ca_452,Cala,AU13,Jasper,Blank,Flake,Optimal,NA,0%,Complete,3203.574951,1758.175428,42.40000153,23,8,Ca_452.ply,1 unit = 1mm,437064,0.102951,Detailed,Artec.Spider-1,Artec Studio Professional v.16.0,Artec Studio Professional v.16.0,No
Ca_453,Cala,AU12,Jasper,Tool,Blade,Optimal,NA,0%,Complete,1405.624634,1349.626833,42.59999847,19.5,4.099999905,Ca_453.ply,1 unit = 1mm,347222,0.101514,Detailed,Artec.Spider-1,Artec Studio Professional v.16.0,Artec Studio Professional v.16.0,No
Ca_458,Cala,AU11,Quartzite,Tool,Blade,Initialization,NA,66-99%,Distal,2844.022217,1641.610344,37.70000076,23.70000076,6.699999809,Ca_458.ply,1 unit = 1mm,414530,0.10258,Detailed,Artec.Spider-1,Artec Studio Professional v.16.0,Artec Studio Professional v.16.0,No
Ca_46,Cala,AU11,Jasper,Core-Tool,Other,Other,Carinated,33-66%,Other,6651.782227,2228.680404,22,24.20000076,33.79999924,Ca_46.ply,1 unit = 1mm,300000,0.137726,Moderate-detail,Artec.Spider-1,Artec Studio Professional v.16.0,Artec Studio Professional v.16.0,No
Ca_464,Cala,AU13,Chert,Core,Flake,Semi-cortical,Multidirectional,33-66%,Complete,16578.0957,4189.11346,24,40,43.40000153,Ca_464.ply,1 unit = 1mm,600000,0.133199,Moderate-detail,Artec.Spider-1,Artec Studio Professional v.16.0,Artec Studio Professional v.16.0,No
Ca_466,Cala,AU13,Chert,Core,Flake,Semi-cortical,Multidirectional,33-66%,Complete,86567.02344,13320.95226,96.59999847,63.79999924,37,Ca_466.ply,1 unit = 1mm,600000,0.242144,Low-detail,Artec.Spider-1,Artec Studio Professional v.16.0,Artec Studio Professional v.16.0,No
Ca_467,Cala,AU12,Quartzite,Blank,Flake,Maintenance,NA,0%,Complete,4415.00293,2283.615361,45.59999847,41.20000076,10.60000038,Ca_467.ply,1 unit = 1mm,543014,0.103955,Detailed,Artec.Spider-1,Artec Studio Professional v.16.0,Artec Studio Professional v.16.0,No
Ca_469,Cala,AU11,Quartzite,Blank,Flake,Maintenance,NA,1-33%,Complete,2825.927979,1893.226851,45.09999847,22.70000076,5.800000191,Ca_469.ply,1 unit = 1mm,497074,0.100778,Ultra-detailed,Artec.Spider-1,Artec Studio Professional v.16.0,Artec Studio Professional v.16.0,No
Ca_47,Cala,AU11,Jasper,Core-Tool,Flake,Initialization,Carinated,66-99%,Complete,4322.386719,1689.696447,16.20000076,21.29999924,33.79999924,Ca_47.ply,1 unit = 1mm,300000,0.120176,Detailed,Artec.Spider-1,Artec Studio Professional v.16.0,Artec Studio Professional v.16.0,No
Ca_470,Cala,AU13,Jasper,Blank,Blade,Optimal,NA,0%,Complete,1999.907837,1635.935372,49.29999924,17.29999924,6.400000095,Ca_470.ply,1 unit = 1mm,434754,0.095641,Ultra-detailed,Artec.Spider-1,Artec Studio Professional v.16.0,Artec Studio Professional v.16.0,No
Ca_472,Cala,AU13,Jasper,Tool,Blade,Optimal,NA,0%,Proximal,2230.5271,1683.538497,43.09999847,21.70000076,5.400000095,Ca_472.ply,1 unit = 1mm,441598,0.100726,Ultra-detailed,Artec.Spider-1,Artec Studio Professional v.16.0,Artec Studio Professional v.16.0,No
Ca_473,Cala,AU13,Jasper,Blank,Blade,Optimal,NA,0%,Complete,1270.707275,1117.747061,44,14.30000019,5.300000191,Ca_473.ply,1 unit = 1mm,257086,0.101845,Detailed,Artec.Spider-1,Artec Studio Professional v.16.0,Artec Studio Professional v.16.0,No
Ca_474,Cala,AU13,Chert,Blank,Bladelet,Maintenance,NA,1-33%,Complete,438.852478,642.3263196,38,8,3.900000095,Ca_474.ply,1 unit = 1mm,127818,0.109299,Detailed,Artec.Spider-1,Artec Studio Professional v.16.0,Artec Studio Professional v.16.0,No
Ca_48,Cala,AU11,Jasper,Core-Tool,Other,Other,Carinated,1-33%,Other,6602.419434,2398.374106,22.29999924,23.5,38.40000153,Ca_48.ply,1 unit = 1mm,300000,0.143676,Moderate-detail,Artec.Spider-1,Artec Studio Professional v.16.0,Artec Studio Professional v.16.0,No
Ca_483,Cala,AU11,Siliceous limestone,Tool,Flake,Optimal,NA,0%,Complete,4074.656494,1904.633758,34.20000076,26.5,9.199999809,Ca_483.ply,1 unit = 1mm,487700,0.101865,Detailed,Artec.Spider-1,Artec Studio Professional v.16.0,Artec Studio Professional v.16.0,No
Ca_485,Cala,AU11,Chert,Blank,Flake,Maintenance,NA,0%,Complete,983.666687,792.7099565,26.10000038,16.60000038,7,Ca_485.ply,1 unit = 1mm,221419,0.093339,Ultra-detailed,Artec.Spider-1,Artec Studio Professional v.16.0,Artec Studio Professional v.16.0,No
Ca_487,Cala,AU11,Jasper,Tool,Flake,Semi-cortical,NA,1-33%,Complete,3428.023193,1528.848237,24.79999924,28.79999924,9.399999619,Ca_487.ply,1 unit = 1mm,402386,0.095793,Ultra-detailed,Artec.Spider-1,Artec Studio Professional v.16.0,Artec Studio Professional v.16.0,No
Ca_489,Cala,AU11,Jasper,Tool,Flake,Optimal,NA,0%,Complete,2749.303711,1633.346837,28.29999924,31.20000076,8.600000381,Ca_489.ply,1 unit = 1mm,419876,0.101872,Detailed,Artec.Spider-1,Artec Studio Professional v.16.0,Artec Studio Professional v.16.0,No
Ca_49,Cala,AU11,Chert,Core-Tool,Flake,Optimal,Carinated,0%,Complete,7164.547852,2748.813013,22.60000038,27.89999962,43,Ca_49.ply,1 unit = 1mm,300000,0.153435,Moderate-detail,Artec.Spider-1,Artec Studio Professional v.16.0,Artec Studio Professional v.16.0,No
Ca_497,Cala,AU12,Jasper,Blank,Flake,Maintenance,NA,0%,Complete,675.2906494,719.4665151,23.29999924,19.5,4.5,Ca_497.ply,1 unit = 1mm,187754,0.100602,Ultra-detailed,Artec.Spider-1,Artec Studio Professional v.16.0,Artec Studio Professional v.16.0,No
Ca_5,Cala,AU12,Jasper,Core-Tool,Flake,Semi-cortical,Carinated,1-33%,Complete,4639.98584,1857.956199,27.39999962,24.39999962,13.80000019,Ca_5.ply,1 unit = 1mm,300000,0.124817,Moderate-detail,Artec.Spider-1,Artec Studio Professional v.16.0,Artec Studio Professional v.16.0,No
Ca_50,Cala,AU11,Chert,Core-Tool,Flake,Semi-cortical,Carinated,1-33%,Complete,6340.241699,2230.657616,18.5,38.40000153,21.5,Ca_50.ply,1 unit = 1mm,300000,0.132907,Moderate-detail,Artec.Spider-1,Artec Studio Professional v.16.0,Artec Studio Professional v.16.0,No
Ca_501,Cala,AU11,Chert,Core,Flake,Semi-cortical,Parallel,33-66%,Undetermined,12327.87402,3957.265942,51,38.70000076,18.10000038,Ca_501.ply,1 unit = 1mm,600000,0.129767,Moderate-detail,Artec.Spider-1,Artec Studio Professional v.16.0,Artec Studio Professional v.16.0,No
Ca_502,Cala,AU11,Jasper,Core-Tool,Flake,Semi-cortical,Carinated,33-66%,Complete,4842.364746,1973.597122,16.70000076,31.20000076,30.60000038,Ca_502.ply,1 unit = 1mm,524294,0.100288,Ultra-detailed,Artec.Spider-1,Artec Studio Professional v.16.0,Artec Studio Professional v.16.0,No
Ca_503,Cala,AU12,Chert,Blank,Flake,Initialization,NA,100%,Complete,3852.720947,1888.696762,44,21.39999962,8.199999809,Ca_503.ply,1 unit = 1mm,460882,0.102603,Detailed,Artec.Spider-1,Artec Studio Professional v.16.0,Artec Studio Professional v.16.0,No
Ca_505,Cala,AU11,Jasper,Tool,Flake,Initialization,NA,66-99%,Complete,7355.334961,2621.112554,40.29999924,31.39999962,13.39999962,Ca_505.ply,1 unit = 1mm,599982,0.102795,Detailed,Artec.Spider-1,Artec Studio Professional v.16.0,Artec Studio Professional v.16.0,No
Ca_506,Cala,AU11,Chert,Blank,Flake,Optimal,NA,0%,Complete,5138.83252,2439.591553,37.29999924,40.29999924,9.399999619,Ca_506.ply,1 unit = 1mm,600000,0.103124,Detailed,Artec.Spider-1,Artec Studio Professional v.16.0,Artec Studio Professional v.16.0,No
Ca_507,Cala,AU12,Siliceous limestone,Blank,Flake,Maintenance,NA,0%,Complete,5217.312012,2300.338162,42.79999924,25.29999924,12.60000038,Ca_507.ply,1 unit = 1mm,588572,0.101584,Detailed,Artec.Spider-1,Artec Studio Professional v.16.0,Artec Studio Professional v.16.0,No
Ca_508,Cala,AU11,Jasper,Tool,Flake,Semi-cortical,NA,33-66%,Distal,3739.63916,1578.451586,23.39999962,28.29999924,12.19999981,Ca_508.ply,1 unit = 1mm,421022,0.099918,Ultra-detailed,Artec.Spider-1,Artec Studio Professional v.16.0,Artec Studio Professional v.16.0,No
Ca_51,Cala,AU11,Chert,Core-Tool,Flake,Maintenance,Carinated,0%,Undetermined,5655.291016,2127.016976,18,20.39999962,41.59999847,Ca_51.ply,1 unit = 1mm,300000,0.130594,Moderate-detail,Artec.Spider-1,Artec Studio Professional v.16.0,Artec Studio Professional v.16.0,No
Ca_517,Cala,AU12,Jasper,Blank,Blade,Maintenance,NA,0%,Proximal,673.2589722,765.6203406,29.39999962,12.39999962,4.599999905,Ca_517.ply,1 unit = 1mm,190472,0.100305,Ultra-detailed,Artec.Spider-1,Artec Studio Professional v.16.0,Artec Studio Professional v.16.0,No
Ca_518,Cala,AU12,Chert,Tool,Flake,Optimal,NA,0%,Complete,1402.165771,892.3327728,22.5,20.70000076,8.5,Ca_518.ply,1 unit = 1mm,215732,0.103793,Detailed,Artec.Spider-1,Artec Studio Professional v.16.0,Artec Studio Professional v.16.0,No
Ca_519,Cala,AU10,Chert,Core,Other,Other,Bipolar,0%,Other,1137.156006,720.8571876,28.79999924,9.899999619,9.899999619,Ca_519.ply,1 unit = 1mm,199348,0.094311,Ultra-detailed,Artec.Spider-1,Artec Studio Professional v.16.0,Artec Studio Professional v.16.0,No
Ca_52,Cala,AU11,Chert,Core-Tool,Flake,Optimal,Carinated,0%,Undetermined,4952.051758,1901.122651,15.10000038,24.60000038,34.79999924,Ca_52.ply,1 unit = 1mm,300000,0.127086,Moderate-detail,Artec.Spider-1,Artec Studio Professional v.16.0,Artec Studio Professional v.16.0,No
Ca_520,Cala,AU13,Jasper,Core,Other,Other,Bipolar,1-33%,Other,1527.863892,830.1768349,21.89999962,9.399999619,16,Ca_520.ply,1 unit = 1mm,233548,0.093245,Ultra-detailed,Artec.Spider-1,Artec Studio Professional v.16.0,Artec Studio Professional v.16.0,No
Ca_521,Cala,AU10,Chert,Core,Other,Other,Bipolar,0%,Other,1758.684204,1032.505159,24.60000038,17.70000076,11.39999962,Ca_521.ply,1 unit = 1mm,279278,0.098197,Ultra-detailed,Artec.Spider-1,Artec Studio Professional v.16.0,Artec Studio Professional v.16.0,No
Ca_522,Cala,AU12,Jasper,Core,Other,Other,Bipolar,1-33%,Other,4915.174805,2145.169764,38.70000076,28.60000038,12.69999981,Ca_522.ply,1 unit = 1mm,575266,0.099586,Ultra-detailed,Artec.Spider-1,Artec Studio Professional v.16.0,Artec Studio Professional v.16.0,No
Ca_523,Cala,AU12,Jasper,Core,Flake,Undetermined,Multidirectional,33-66%,Complete,5280.525879,2082.890373,40.40000153,20.60000038,15.19999981,Ca_523.ply,1 unit = 1mm,585950,0.093646,Ultra-detailed,Artec.Spider-1,Artec Studio Professional v.16.0,Artec Studio Professional v.16.0,No
Ca_524,Cala,AU11,Jasper,Core,Other,Other,Narrow-sided,0%,Other,3116.657715,1514.66219,39.79999924,11.69999981,14.5,Ca_524.ply,1 unit = 1mm,401714,0.100116,Ultra-detailed,Artec.Spider-1,Artec Studio Professional v.16.0,Artec Studio Professional v.16.0,No
Ca_525,Cala,AU12,Jasper,Blank,Flake,Optimal,NA,0%,Complete,2692.328613,1483.843235,33.40000153,18.60000038,7.5,Ca_525.ply,1 unit = 1mm,393688,0.099846,Ultra-detailed,Artec.Spider-1,Artec Studio Professional v.16.0,Artec Studio Professional v.16.0,No
Ca_526,Cala,AU12,Jasper,Core,Other,Other,Bipolar,1-33%,Other,3468.241699,1536.018899,33,15.5,16.89999962,Ca_526.ply,1 unit = 1mm,414092,0.099017,Ultra-detailed,Artec.Spider-1,Artec Studio Professional v.16.0,Artec Studio Professional v.16.0,No
Ca_527,Cala,AU10,Chert,Blank,Flake,Maintenance,NA,0%,Complete,1642.555054,1401.881265,29.60000038,25.89999962,3.700000048,Ca_527.ply,1 unit = 1mm,358334,0.101835,Detailed,Artec.Spider-1,Artec Studio Professional v.16.0,Artec Studio Professional v.16.0,No
Ca_528,Cala,AU11,Chert,Core,Other,Other,Bipolar,0%,Other,7607.953613,2605.245588,34.20000076,36.90000153,23.20000076,Ca_528.ply,1 unit = 1mm,600000,0.106202,Detailed,Artec.Spider-1,Artec Studio Professional v.16.0,Artec Studio Professional v.16.0,No
Ca_529,Cala,AU13,Chert,Core,Other,Other,Multidirectional,0%,Other,9420.744141,2982.752626,32.5,43.90000153,25,Ca_529.ply,1 unit = 1mm,600000,0.112777,Detailed,Artec.Spider-1,Artec Studio Professional v.16.0,Artec Studio Professional v.16.0,No
Ca_53,Cala,AU11,Jasper,Core-Tool,Flake,Initialization,Carinated,66-99%,Complete,4944.871582,1874.481665,19.79999924,28.10000038,29,Ca_53.ply,1 unit = 1mm,300000,0.126358,Moderate-detail,Artec.Spider-1,Artec Studio Professional v.16.0,Artec Studio Professional v.16.0,No
Ca_530,Cala,AU11,Chert,Core,Other,Other,Tested,66-99%,Other,70584.39063,12367.35187,876,47,43,Ca_530.ply,1 unit = 1mm,600000,0.231881,Low-detail,Artec.Spider-1,Artec Studio Professional v.16.0,Artec Studio Professional v.16.0,No
Ca_54,Cala,AU11,Jasper,Tool,Flake,Semi-cortical,NA,33-66%,Complete,3566.158691,1516.929213,28.10000038,21.89999962,13.30000019,Ca_54.ply,1 unit = 1mm,300000,0.113834,Detailed,Artec.Spider-1,Artec Studio Professional v.16.0,Artec Studio Professional v.16.0,No
Ca_55,Cala,AU11,Chert,Tool,Flake,Maintenance,NA,0%,Complete,4017.371582,1679.925016,33.40000153,22.10000038,15.39999962,Ca_55.ply,1 unit = 1mm,300000,0.11943,Detailed,Artec.Spider-1,Artec Studio Professional v.16.0,Artec Studio Professional v.16.0,No
Ca_56,Cala,AU11,Chert,Core-Tool,Flake,Optimal,Carinated,0%,Complete,3006.576172,1340.638226,27.79999924,22,12.69999981,Ca_56.ply,1 unit = 1mm,300000,0.107887,Detailed,Artec.Spider-1,Artec Studio Professional v.16.0,Artec Studio Professional v.16.0,No
Ca_57,Cala,AU11,Chert,Core-Tool,Flake,Optimal,Carinated,0%,Complete,2678.97583,1252.166475,13.30000019,23.60000038,21.60000038,Ca_57.ply,1 unit = 1mm,300000,0.104776,Detailed,Artec.Spider-1,Artec Studio Professional v.16.0,Artec Studio Professional v.16.0,No
Ca_58,Cala,AU11,Chert,Tool,Flake,Optimal,NA,0%,Complete,1144.127563,812.5776055,23.5,17.60000038,5.5,Ca_58.ply,1 unit = 1mm,206230,0.102036,Detailed,Artec.Spider-1,Artec Studio Professional v.16.0,Artec Studio Professional v.16.0,No
Ca_59,Cala,AU11,Chert,Core-Tool,Flake,Optimal,Carinated,0%,Complete,2779.367188,1222.103983,21.5,27.5,12.39999962,Ca_59.ply,1 unit = 1mm,300000,0.103469,Detailed,Artec.Spider-1,Artec Studio Professional v.16.0,Artec Studio Professional v.16.0,No
Ca_6,Cala,AU12,Jasper,Tool,Flake,Optimal,NA,0%,Complete,4248.004395,1878.601376,39.40000153,23.39999962,13.19999981,Ca_6.ply,1 unit = 1mm,300000,0.126512,Moderate-detail,Artec.Spider-1,Artec Studio Professional v.16.0,Artec Studio Professional v.16.0,No
Ca_60,Cala,AU11,Jasper,Tool,Flake,Maintenance,NA,1-33%,Complete,3527.108643,1854.349742,37.59999847,27.10000038,6.699999809,Ca_60.ply,1 unit = 1mm,300000,0.125963,Moderate-detail,Artec.Spider-1,Artec Studio Professional v.16.0,Artec Studio Professional v.16.0,No
Ca_61,Cala,AU11,Jasper,Core-Tool,Flake,Optimal,Carinated,0%,Complete,1764.635864,1110.239861,28.5,21.60000038,7.300000191,Ca_61.ply,1 unit = 1mm,279938,0.102172,Detailed,Artec.Spider-1,Artec Studio Professional v.16.0,Artec Studio Professional v.16.0,No
Ca_62,Cala,AU11,Jasper,Tool,Flake,Initialization,NA,100%,Distal,1457.750366,934.1412908,22.5,21.10000038,7,Ca_62.ply,1 unit = 1mm,237890,0.102159,Detailed,Artec.Spider-1,Artec Studio Professional v.16.0,Artec Studio Professional v.16.0,No
Ca_63,Cala,AU11,Chert,Tool,Blade,Optimal,NA,0%,Distal,489.1698608,611.5868911,27,13.30000019,3.400000095,Ca_63.ply,1 unit = 1mm,163710,0.100164,Ultra-detailed,Artec.Spider-1,Artec Studio Professional v.16.0,Artec Studio Professional v.16.0,No
Ca_64,Cala,AU11,Jasper,Tool,Flake,Optimal,NA,0%,Complete,1996.01355,1000.051467,21,21.10000038,9.199999809,Ca_64.ply,1 unit = 1mm,262264,0.100813,Ultra-detailed,Artec.Spider-1,Artec Studio Professional v.16.0,Artec Studio Professional v.16.0,No
Ca_65,Cala,AU11,Chert,Core,Flake,Optimal,Parallel,0%,Complete,1910.140747,944.2394196,21,22.5,11.10000038,Ca_65.ply,1 unit = 1mm,237960,0.102235,Detailed,Artec.Spider-1,Artec Studio Professional v.16.0,Artec Studio Professional v.16.0,No
Ca_66,Cala,AU11,Chert,Tool,Flake,Optimal,NA,0%,Complete,1321.31665,835.4291162,27,16.5,6.800000191,Ca_66.ply,1 unit = 1mm,212618,0.102266,Detailed,Artec.Spider-1,Artec Studio Professional v.16.0,Artec Studio Professional v.16.0,No
Ca_67,Cala,AU11,Jasper,Tool,Flake,Maintenance,NA,33-66%,Complete,2071.760254,1229.312087,30.79999924,16.70000076,7.900000095,Ca_67.ply,1 unit = 1mm,300000,0.103475,Detailed,Artec.Spider-1,Artec Studio Professional v.16.0,Artec Studio Professional v.16.0,No
Ca_68,Cala,AU11,Jasper,Tool,Flake,Maintenance,NA,1-33%,Complete,1445.804932,1093.668587,29.29999924,19.20000076,7,Ca_68.ply,1 unit = 1mm,273928,0.102336,Detailed,Artec.Spider-1,Artec Studio Professional v.16.0,Artec Studio Professional v.16.0,No
Ca_689,Cala,AU13,Chert,Core,Other,Other,Tested,66-99%,Other,10675.14746,2991.684901,34.20000076,28.5,24.5,Ca_689.ply,1 unit = 1mm,600000,0.11413,Detailed,Artec.Micro-1,Artec Studio Professional v.16.0,Artec Studio Professional v.16.0,No
Ca_69,Cala,AU11,Chert,Tool,Flake,Optimal,NA,0%,Complete,1080.040161,735.2788479,22.10000038,17.79999924,8,Ca_69.ply,1 unit = 1mm,189150,0.101344,Ultra-detailed,Artec.Spider-1,Artec Studio Professional v.16.0,Artec Studio Professional v.16.0,No
